,Village,District,Region,Population
3338,Chidewa,Mchinji,Central,2854.526066350711
3339,Chikhutu,Mchinji,Central,2854.526066350711
3340,Chikoloka,Mchinji,Central,2854.526066350711
3341,Chikomeni,Mchinji,Central,2854.526066350711
3342,Chikowa,Mchinji,Central,2854.526066350711
3343,Chilakonda,Mchinji,Central,2854.526066350711
3344,Chilila,Mchinji,Central,2854.526066350711
3345,Chilowa,Mchinji,Central,2854.526066350711
3346,Chilundu,Mchinji,Central,2854.526066350711
3347,Chiluzi,Mchinji,Central,2854.526066350711
3348,Chimatiro,Mchinji,Central,2854.526066350711
3349,Chimongo,Mchinji,Central,2854.526066350711
3350,Chimsasa,Mchinji,Central,2854.526066350711
3351,Chimute,Mchinji,Central,2854.526066350711
3352,Chimuti,Mchinji,Central,2854.526066350711
3353,Chimwa,Mchinji,Central,2854.526066350711
3354,Chimwala,Mchinji,Central,2854.526066350711
3355,Chimwemwe Estate,Mchinji,Central,2854.526066350711
3356,Chindime,Mchinji,Central,2854.526066350711
3357,Chinkhota,Mchinji,Central,2854.526066350711
3358,Chinyata,Mchinji,Central,2854.526066350711
3359,Chinyonga,Mchinji,Central,2854.526066350711
3360,Chioko,Mchinji,Central,2854.526066350711
3361,Chioshya,Mchinji,Central,2854.526066350711
3362,Chipasula,Mchinji,Central,2854.526066350711
3363,Chiphala,Mchinji,Central,2854.526066350711
3364,Chiphesi,Mchinji,Central,2854.526066350711
3365,Chipumi,Mchinji,Central,2854.526066350711
3366,Chiputu,Mchinji,Central,2854.526066350711
3367,Chisamba,Mchinji,Central,2854.526066350711
3368,Chisankhale,Mchinji,Central,2854.526066350711
3369,Chisasa,Mchinji,Central,2854.526066350711
3370,Chisenga,Mchinji,Central,2854.526066350711
3371,Chiti,Mchinji,Central,2854.526066350711
3372,Chitsuto,Mchinji,Central,2854.526066350711
3373,Chiute,Mchinji,Central,2854.526066350711
3374,Chiwanga,Mchinji,Central,2854.526066350711
3375,Chuzu,Mchinji,Central,2854.526066350711
3376,Dama,Mchinji,Central,2854.526066350711
3377,Dambe,Mchinji,Central,2854.526066350711
3378,Diti,Mchinji,Central,2854.526066350711
3379,Dzidzwa,Mchinji,Central,2854.526066350711
3380,Dzuwa,Mchinji,Central,2854.526066350711
3381,Estate 55,Mchinji,Central,2854.526066350711
3382,Estate 57,Mchinji,Central,2854.526066350711
3383,Fanuelo,Mchinji,Central,2854.526066350711
3384,Gada Estate,Mchinji,Central,2854.526066350711
3385,Gandali,Mchinji,Central,2854.526066350711
3386,Geni,Mchinji,Central,2854.526066350711
3387,Gomani,Mchinji,Central,2854.526066350711
3388,Guduma,Mchinji,Central,2854.526066350711
3389,Gumba,Mchinji,Central,2854.526066350711
3390,Gumulira,Mchinji,Central,2854.526066350711
3391,Gwede,Mchinji,Central,2854.526066350711
3392,Iziloni,Mchinji,Central,2854.526066350711
3393,Jenjewa,Mchinji,Central,2854.526066350711
3394,Joel,Mchinji,Central,2854.526066350711
3395,Jusi,Mchinji,Central,2854.526066350711
3396,Kabango,Mchinji,Central,2854.526066350711
3397,Kachaje,Mchinji,Central,2854.526066350711
3398,Kachere,Mchinji,Central,2854.526066350711
3399,Kachigulu,Mchinji,Central,2854.526066350711
3400,Kafela,Mchinji,Central,2854.526066350711
3401,Kafulama,Mchinji,Central,2854.526066350711
3402,Kaigwazanga,Mchinji,Central,2854.526066350711
3403,Kalongola,Mchinji,Central,2854.526066350711
3404,Kalulu,Mchinji,Central,2854.526066350711
3405,Kamange,Mchinji,Central,2854.526066350711
3406,Kambuwe,Mchinji,Central,2854.526066350711
3407,Kamchere,Mchinji,Central,2854.526066350711
3408,Kamera,Mchinji,Central,2854.526066350711
3409,Kamlilika,Mchinji,Central,2854.526066350711
3410,Kamntibinya,Mchinji,Central,2854.526066350711
3411,Kamphata,Mchinji,Central,2854.526066350711
3412,Kamwendo,Mchinji,Central,2854.526066350711
3413,Kamzimbi,Mchinji,Central,2854.526066350711
3414,Kandaya,Mchinji,Central,2854.526066350711
3415,Kandekera,Mchinji,Central,2854.526066350711
3416,Kangwele,Mchinji,Central,2854.526066350711
3417,Kanyimbo,Mchinji,Central,2854.526066350711
3418,Kapanga,Mchinji,Central,2854.526066350711
3419,Kapanira,Mchinji,Central,2854.526066350711
3420,Kapeta,Mchinji,Central,2854.526066350711
3421,Kasanda,Mchinji,Central,2854.526066350711
3422,Kathobwa,Mchinji,Central,2854.526066350711
3423,Kathyuka,Mchinji,Central,2854.526066350711
3424,Katsenga,Mchinji,Central,2854.526066350711
3425,Katutula,Mchinji,Central,2854.526066350711
3426,Katutula 1,Mchinji,Central,2854.526066350711
3427,Kavuta,Mchinji,Central,2854.526066350711
3428,Kayola,Mchinji,Central,2854.526066350711
3429,Kazawe,Mchinji,Central,2854.526066350711
3430,Kazira,Mchinji,Central,2854.526066350711
3431,Kazyozyo,Mchinji,Central,2854.526066350711
3432,Kholoni,Mchinji,Central,2854.526066350711
3433,Khombe,Mchinji,Central,2854.526066350711
3434,Khoza,Mchinji,Central,2854.526066350711
3435,Khwere,Mchinji,Central,2854.526066350711
3436,Kumbuyo,Mchinji,Central,2854.526066350711
3437,Lameke,Mchinji,Central,2854.526066350711
3438,Leonard,Mchinji,Central,2854.526066350711
3439,Lezani,Mchinji,Central,2854.526066350711
3440,Lifuledi,Mchinji,Central,2854.526066350711
3441,Likungwi,Mchinji,Central,2854.526066350711
3442,Lombwa,Mchinji,Central,2854.526066350711
3443,Ludzi TC,Mchinji,Central,2854.526066350711
3444,Machilika,Mchinji,Central,2854.526066350711
3445,Madimbo,Mchinji,Central,2854.526066350711
3446,Mafuta,Mchinji,Central,2854.526066350711
3447,Makanda,Mchinji,Central,2854.526066350711
3448,Malewa,Mchinji,Central,2854.526066350711
3449,Maliteni,Mchinji,Central,2854.526066350711
3450,Maliwani,Mchinji,Central,2854.526066350711
3451,Malungo,Mchinji,Central,2854.526066350711
3452,Manguwale,Mchinji,Central,2854.526066350711
3453,Mateyu,Mchinji,Central,2854.526066350711
3454,Matimba,Mchinji,Central,2854.526066350711
3455,Matutu 1,Mchinji,Central,2854.526066350711
3456,Matutu 2,Mchinji,Central,2854.526066350711
3457,Matuwamba,Mchinji,Central,2854.526066350711
3458,Mavwere,Mchinji,Central,2854.526066350711
3459,Mazawa,Mchinji,Central,2854.526066350711
3460,Mbachundu,Mchinji,Central,2854.526066350711
3461,Mbanda,Mchinji,Central,2854.526066350711
3462,Mbewa,Mchinji,Central,2854.526066350711
3463,Mdakwa,Mchinji,Central,2854.526066350711
3464,Mduwa,Mchinji,Central,2854.526066350711
3465,Mdzitaya,Mchinji,Central,2854.526066350711
3466,Mikaeli,Mchinji,Central,2854.526066350711
3467,Mikundi,Mchinji,Central,2854.526066350711
3468,Mitala,Mchinji,Central,2854.526066350711
3469,Mkhala,Mchinji,Central,2854.526066350711
3470,Mkonkha,Mchinji,Central,2854.526066350711
3471,Mkumba,Mchinji,Central,2854.526066350711
3472,Mkwawila,Mchinji,Central,2854.526066350711
3473,Mlamba,Mchinji,Central,2854.526066350711
3474,Mlawewa,Mchinji,Central,2854.526066350711
3475,Mng'ona,Mchinji,Central,2854.526066350711
3476,Mozi,Mchinji,Central,2854.526066350711
3477,Mphanga,Mchinji,Central,2854.526066350711
3478,Mphelero Estate,Mchinji,Central,2854.526066350711
3479,Mphita,Mchinji,Central,2854.526066350711
3480,Mponda,Mchinji,Central,2854.526066350711
3481,Msafiri,Mchinji,Central,2854.526066350711
3482,Msasi,Mchinji,Central,2854.526066350711
3483,Mseka,Mchinji,Central,2854.526066350711
3484,Msemwe,Mchinji,Central,2854.526066350711
3485,Mtali,Mchinji,Central,2854.526066350711
3486,Mtanga,Mchinji,Central,2854.526066350711
3487,Mtondo,Mchinji,Central,2854.526066350711
3488,Mtoso,Mchinji,Central,2854.526066350711
3489,Mtsiliza,Mchinji,Central,2854.526066350711
3490,Mtukwa,Mchinji,Central,2854.526066350711
3491,Mwase,Mchinji,Central,2854.526066350711
3492,Mwase 2,Mchinji,Central,2854.526066350711
3493,Mzama,Mchinji,Central,2854.526066350711
3494,Nambera,Mchinji,Central,2854.526066350711
3495,Namizana,Mchinji,Central,2854.526066350711
3496,Ndawambi,Mchinji,Central,2854.526066350711
3497,Ndowoka,Mchinji,Central,2854.526066350711
3498,Ngaleta,Mchinji,Central,2854.526066350711
3499,Ngulukira,Mchinji,Central,2854.526066350711
3500,Njiwa,Mchinji,Central,2854.526066350711
3501,Nkhase,Mchinji,Central,2854.526066350711
3502,Nkhomphola,Mchinji,Central,2854.526066350711
3503,Nkhungulu,Mchinji,Central,2854.526066350711
3504,Nkhwazi,Mchinji,Central,2854.526066350711
3505,Nthema,Mchinji,Central,2854.526066350711
3506,Nyoka,Mchinji,Central,2854.526066350711
3507,Nyongani,Mchinji,Central,2854.526066350711
3508,Panye,Mchinji,Central,2854.526066350711
3509,Pitala,Mchinji,Central,2854.526066350711
3510,Poko,Mchinji,Central,2854.526066350711
3511,Poloto,Mchinji,Central,2854.526066350711
3512,Saidi,Mchinji,Central,2854.526066350711
3513,Samphala,Mchinji,Central,2854.526066350711
3514,Sankhani,Mchinji,Central,2854.526066350711
3515,Santhe,Mchinji,Central,2854.526066350711
3516,Singeleta,Mchinji,Central,2854.526066350711
3517,Sinumbe,Mchinji,Central,2854.526066350711
3518,Sitolo,Mchinji,Central,2854.526066350711
3519,Sunama,Mchinji,Central,2854.526066350711
3520,Sundwe,Mchinji,Central,2854.526066350711
3521,Tamanimwendo,Mchinji,Central,2854.526066350711
3522,Tathela,Mchinji,Central,2854.526066350711
3523,Tcholonjo,Mchinji,Central,2854.526066350711
3524,Tembwe,Mchinji,Central,2854.526066350711
3525,Tikoliwe,Mchinji,Central,2854.526066350711
3526,Tomasi,Mchinji,Central,2854.526066350711
3527,Tsamphale,Mchinji,Central,2854.526066350711
3528,Tsekwe,Mchinji,Central,2854.526066350711
3529,Tsengo,Mchinji,Central,2854.526066350711
3530,Velentino,Mchinji,Central,2854.526066350711
3531,Waliranji,Mchinji,Central,2854.526066350711
3532,Wisikoti,Mchinji,Central,2854.526066350711
3533,Zulu,Mchinji,Central,2854.526066350711
3534,Abunu,Mulanje,South,2911.0936170212767
3535,Benesi,Mulanje,South,2911.0936170212767
3536,Binali,Mulanje,South,2911.0936170212767
3537,Bondo,Mulanje,South,2911.0936170212767
3538,Bondo II,Mulanje,South,2911.0936170212767
3539,Chanje,Mulanje,South,2911.0936170212767
3540,Chapweteka,Mulanje,South,2911.0936170212767
3541,Chathamanja,Mulanje,South,2911.0936170212767
3542,Chibwana,Mulanje,South,2911.0936170212767
3543,Chigamba,Mulanje,South,2911.0936170212767
3544,Chikandwe,Mulanje,South,2911.0936170212767
3545,Chikhwaza,Mulanje,South,2911.0936170212767
3546,Chikuse,Mulanje,South,2911.0936170212767
3547,Chikwapa,Mulanje,South,2911.0936170212767
3548,Chilingulo,Mulanje,South,2911.0936170212767
3549,Chimwaza,Mulanje,South,2911.0936170212767
3550,Chinama,Mulanje,South,2911.0936170212767
3551,Chinomba,Mulanje,South,2911.0936170212767
3552,Chinyama,Mulanje,South,2911.0936170212767
3553,Chipembere,Mulanje,South,2911.0936170212767
3554,Chipoka,Mulanje,South,2911.0936170212767
3555,Chisambo Tea Estate,Mulanje,South,2911.0936170212767
3556,Chisutu,Mulanje,South,2911.0936170212767
3557,Chitambi,Mulanje,South,2911.0936170212767
3558,Chitimbe,Mulanje,South,2911.0936170212767
3559,Chiuta,Mulanje,South,2911.0936170212767
3560,Chonde,Mulanje,South,2911.0936170212767
3561,Demula,Mulanje,South,2911.0936170212767
3562,Duswa,Mulanje,South,2911.0936170212767
3563,Dyanyama,Mulanje,South,2911.0936170212767
3564,Dzenje,Mulanje,South,2911.0936170212767
3565,Ekhamuno,Mulanje,South,2911.0936170212767
3566,Fulama,Mulanje,South,2911.0936170212767
3567,Fundi,Mulanje,South,2911.0936170212767
3568,Gawani,Mulanje,South,2911.0936170212767
3569,Golden,Mulanje,South,2911.0936170212767
3570,Gombola,Mulanje,South,2911.0936170212767
3571,Gondwa,Mulanje,South,2911.0936170212767
3572,Gowelo,Mulanje,South,2911.0936170212767
3573,Gulumba,Mulanje,South,2911.0936170212767
3574,January,Mulanje,South,2911.0936170212767
3575,John,Mulanje,South,2911.0936170212767
3576,John II,Mulanje,South,2911.0936170212767
3577,Joligi,Mulanje,South,2911.0936170212767
3578,Juma 3,Mulanje,South,2911.0936170212767
3579,Kabuthu,Mulanje,South,2911.0936170212767
3580,Kaliza,Mulanje,South,2911.0936170212767
3581,Kalongonda,Mulanje,South,2911.0936170212767
3582,Kalozwa,Mulanje,South,2911.0936170212767
3583,Kambali,Mulanje,South,2911.0936170212767
3584,Kambenje,Mulanje,South,2911.0936170212767
3585,Kamwendo,Mulanje,South,2911.0936170212767
3586,Kapesi,Mulanje,South,2911.0936170212767
3587,Kashoni,Mulanje,South,2911.0936170212767
3588,Khanyanga,Mulanje,South,2911.0936170212767
3589,Khanyizira,Mulanje,South,2911.0936170212767
3590,Khobiri,Mulanje,South,2911.0936170212767
3591,Khoviwa,Mulanje,South,2911.0936170212767
3592,Khwalala,Mulanje,South,2911.0936170212767
3593,Komwa,Mulanje,South,2911.0936170212767
3594,Kondwani,Mulanje,South,2911.0936170212767
3595,Kumponda,Mulanje,South,2911.0936170212767
3596,Kumponya,Mulanje,South,2911.0936170212767
3597,Kumwamba,Mulanje,South,2911.0936170212767
3598,Kundwero,Mulanje,South,2911.0936170212767
3599,Kunlola,Mulanje,South,2911.0936170212767
3600,Kuselema,Mulanje,South,2911.0936170212767
3601,Lambe,Mulanje,South,2911.0936170212767
3602,Ligojo,Mulanje,South,2911.0936170212767
3603,Lijanga,Mulanje,South,2911.0936170212767
3604,Likhala,Mulanje,South,2911.0936170212767
3605,Limbuli Estate,Mulanje,South,2911.0936170212767
3606,Liponda,Mulanje,South,2911.0936170212767
3607,Luangwa,Mulanje,South,2911.0936170212767
3608,Lupiya,Mulanje,South,2911.0936170212767
3609,Luwanje,Mulanje,South,2911.0936170212767
3610,M'biza,Mulanje,South,2911.0936170212767
3611,M'mina,Mulanje,South,2911.0936170212767
3612,M'mwala,Mulanje,South,2911.0936170212767
3613,Mabuka,Mulanje,South,2911.0936170212767
3614,Machokola,Mulanje,South,2911.0936170212767
3615,Macholowe,Mulanje,South,2911.0936170212767
3616,Maero,Mulanje,South,2911.0936170212767
3617,Makaula,Mulanje,South,2911.0936170212767
3618,Makina,Mulanje,South,2911.0936170212767
3619,Makokola,Mulanje,South,2911.0936170212767
3620,Makuluni,Mulanje,South,2911.0936170212767
3621,Makuwa,Mulanje,South,2911.0936170212767
3622,Makwangwala,Mulanje,South,2911.0936170212767
3623,Makwete,Mulanje,South,2911.0936170212767
3624,Malota,Mulanje,South,2911.0936170212767
3625,MALUNDA,Mulanje,South,2911.0936170212767
3626,Mambulu,Mulanje,South,2911.0936170212767
3627,Mamera,Mulanje,South,2911.0936170212767
3628,Mangani,Mulanje,South,2911.0936170212767
3629,Maning'a,Mulanje,South,2911.0936170212767
3630,Manjomo,Mulanje,South,2911.0936170212767
3631,Manyamba,Mulanje,South,2911.0936170212767
3632,Manyungwa,Mulanje,South,2911.0936170212767
3633,Mapereka,Mulanje,South,2911.0936170212767
3634,Maphyere,Mulanje,South,2911.0936170212767
3635,Masepula,Mulanje,South,2911.0936170212767
3636,Masito,Mulanje,South,2911.0936170212767
3637,Masubi,Mulanje,South,2911.0936170212767
3638,Mataka,Mulanje,South,2911.0936170212767
3639,Matekenya,Mulanje,South,2911.0936170212767
3640,Matewele,Mulanje,South,2911.0936170212767
3641,Matewere,Mulanje,South,2911.0936170212767
3642,Matipwiri,Mulanje,South,2911.0936170212767
3643,Matuwisa,Mulanje,South,2911.0936170212767
3644,Mbendera,Mulanje,South,2911.0936170212767
3645,Mbewa,Mulanje,South,2911.0936170212767
3646,Mbierima,Mulanje,South,2911.0936170212767
3647,Mbonombo,Mulanje,South,2911.0936170212767
3648,Mchiwa,Mulanje,South,2911.0936170212767
3649,Mgumela,Mulanje,South,2911.0936170212767
3650,Mgunda,Mulanje,South,2911.0936170212767
3651,Michenga,Mulanje,South,2911.0936170212767
3652,Mikundi,Mulanje,South,2911.0936170212767
3653,Mingwa,Mulanje,South,2911.0936170212767
3654,Misanjo,Mulanje,South,2911.0936170212767
3655,Mkango,Mulanje,South,2911.0936170212767
3656,Mkuta,Mulanje,South,2911.0936170212767
3657,Mkwaila,Mulanje,South,2911.0936170212767
3658,Mkwapatila,Mulanje,South,2911.0936170212767
3659,Mlere,Mulanje,South,2911.0936170212767
3660,Mmotola,Mulanje,South,2911.0936170212767
3661,Monda,Mulanje,South,2911.0936170212767
3662,Mongola,Mulanje,South,2911.0936170212767
3663,Mphika,Mulanje,South,2911.0936170212767
3664,Mphuchira,Mulanje,South,2911.0936170212767
3665,Mphusu,Mulanje,South,2911.0936170212767
3666,Mphwanye,Mulanje,South,2911.0936170212767
3667,Mponda,Mulanje,South,2911.0936170212767
3668,Muhiyo,Mulanje,South,2911.0936170212767
3669,Mukhalala,Mulanje,South,2911.0936170212767
3670,Mulela,Mulanje,South,2911.0936170212767
3671,Muliba,Mulanje,South,2911.0936170212767
3672,Mulima,Mulanje,South,2911.0936170212767
3673,Muliya,Mulanje,South,2911.0936170212767
3674,Muliyela,Mulanje,South,2911.0936170212767
3675,Mulola,Mulanje,South,2911.0936170212767
3676,Musa,Mulanje,South,2911.0936170212767
3677,Muzombwe,Mulanje,South,2911.0936170212767
3678,Mwachande,Mulanje,South,2911.0936170212767
3679,Mwamadi,Mulanje,South,2911.0936170212767
3680,Mwawihe,Mulanje,South,2911.0936170212767
3681,Mwinyere,Mulanje,South,2911.0936170212767
3682,Nakhumwa,Mulanje,South,2911.0936170212767
3683,Nakoma,Mulanje,South,2911.0936170212767
3684,Nalia,Mulanje,South,2911.0936170212767
3685,Nalikata,Mulanje,South,2911.0936170212767
3686,Naliwadi,Mulanje,South,2911.0936170212767
3687,Naluwade,Mulanje,South,2911.0936170212767
3688,Namadzoma,Mulanje,South,2911.0936170212767
3689,Namainja,Mulanje,South,2911.0936170212767
3690,Namangoro,Mulanje,South,2911.0936170212767
3691,Namani,Mulanje,South,2911.0936170212767
3692,Namasalima,Mulanje,South,2911.0936170212767
3693,Namazoma,Mulanje,South,2911.0936170212767
3694,Namijingo,Mulanje,South,2911.0936170212767
3695,Namitupa,Mulanje,South,2911.0936170212767
3696,Nammale,Mulanje,South,2911.0936170212767
3697,Namphungo,Mulanje,South,2911.0936170212767
3698,Namputu,Mulanje,South,2911.0936170212767
3699,Namunda,Mulanje,South,2911.0936170212767
3700,Nande,Mulanje,South,2911.0936170212767
3701,Nandolo,Mulanje,South,2911.0936170212767
3702,Nankhumwa,Mulanje,South,2911.0936170212767
3703,Nankwakwala,Mulanje,South,2911.0936170212767
3704,Naphimba,Mulanje,South,2911.0936170212767
3705,Nasiyaya,Mulanje,South,2911.0936170212767
3706,Natchwatchwa,Mulanje,South,2911.0936170212767
3707,Nchathu,Mulanje,South,2911.0936170212767
3708,Ncherera,Mulanje,South,2911.0936170212767
3709,Ndala,Mulanje,South,2911.0936170212767
3710,Ndanga,Mulanje,South,2911.0936170212767
3711,Ndaonetsa,Mulanje,South,2911.0936170212767
3712,Ng'ong'ola,Mulanje,South,2911.0936170212767
3713,Ngolowera,Mulanje,South,2911.0936170212767
3714,Ngongondole,Mulanje,South,2911.0936170212767
3715,Ngulama,Mulanje,South,2911.0936170212767
3716,Njedza,Mulanje,South,2911.0936170212767
3717,Njema,Mulanje,South,2911.0936170212767
3718,Njirambo,Mulanje,South,2911.0936170212767
3719,Nkando,Mulanje,South,2911.0936170212767
3720,Nkatasi,Mulanje,South,2911.0936170212767
3721,Nkhonya,Mulanje,South,2911.0936170212767
3722,Nkomaula,Mulanje,South,2911.0936170212767
3723,Nkundi,Mulanje,South,2911.0936170212767
3724,Nkuta,Mulanje,South,2911.0936170212767
3725,Nnesa,Mulanje,South,2911.0936170212767
3726,Nogwe,Mulanje,South,2911.0936170212767
3727,Nsikita,Mulanje,South,2911.0936170212767
3728,Nsona,Mulanje,South,2911.0936170212767
3729,Ntalika,Mulanje,South,2911.0936170212767
3730,Ntambo,Mulanje,South,2911.0936170212767
3731,Ntata,Mulanje,South,2911.0936170212767
3732,Nthiramanja,Mulanje,South,2911.0936170212767
3733,Nthokole,Mulanje,South,2911.0936170212767
3734,Ntiza,Mulanje,South,2911.0936170212767
3735,Ntonya,Mulanje,South,2911.0936170212767
3736,Nyalinga,Mulanje,South,2911.0936170212767
3737,Nyangu,Mulanje,South,2911.0936170212767
3738,Nyimbiri,Mulanje,South,2911.0936170212767
3739,Nzizira,Mulanje,South,2911.0936170212767
3740,Pasale,Mulanje,South,2911.0936170212767
3741,Richard,Mulanje,South,2911.0936170212767
3742,Roben,Mulanje,South,2911.0936170212767
3743,Sadibwa,Mulanje,South,2911.0936170212767
3744,Safari,Mulanje,South,2911.0936170212767
3745,Sagawa,Mulanje,South,2911.0936170212767
3746,Salamba,Mulanje,South,2911.0936170212767
3747,Sambani,Mulanje,South,2911.0936170212767
3748,Sazola,Mulanje,South,2911.0936170212767
3749,Shaibu,Mulanje,South,2911.0936170212767
3750,Sikoya,Mulanje,South,2911.0936170212767
3751,Simoni,Mulanje,South,2911.0936170212767
3752,Sitolo,Mulanje,South,2911.0936170212767
3753,Sochera,Mulanje,South,2911.0936170212767
3754,Songwe,Mulanje,South,2911.0936170212767
3755,Soza,Mulanje,South,2911.0936170212767
3756,Subili,Mulanje,South,2911.0936170212767
3757,Sumani,Mulanje,South,2911.0936170212767
3758,Supuni,Mulanje,South,2911.0936170212767
3759,Tambala,Mulanje,South,2911.0936170212767
3760,Tchete,Mulanje,South,2911.0936170212767
3761,Tchodola,Mulanje,South,2911.0936170212767
3762,Thaba,Mulanje,South,2911.0936170212767
3763,Thanguli,Mulanje,South,2911.0936170212767
3764,Tothoro,Mulanje,South,2911.0936170212767
3765,Wanama,Mulanje,South,2911.0936170212767
3766,Wasi,Mulanje,South,2911.0936170212767
3767,Wasiya,Mulanje,South,2911.0936170212767
3768,Zamulire,Mulanje,South,2911.0936170212767
3769,Amosi,Mwanza,South,2618.98
3770,Boko,Mwanza,South,2618.98
3771,Chikoleka,Mwanza,South,2618.98
3772,Chilala,Mwanza,South,2618.98
3773,Chimbwinda,Mwanza,South,2618.98
3774,Chimlango,Mwanza,South,2618.98
3775,Chipondeni,Mwanza,South,2618.98
3776,Chithumbwi,Mwanza,South,2618.98
3777,Donken,Mwanza,South,2618.98
3778,Dzilima,Mwanza,South,2618.98
3779,Faiti,Mwanza,South,2618.98
3780,Galafa,Mwanza,South,2618.98
3781,Gulumba,Mwanza,South,2618.98
3782,Humba,Mwanza,South,2618.98
3783,Jamu,Mwanza,South,2618.98
3784,Jeke,Mwanza,South,2618.98
3785,Kagonamwake,Mwanza,South,2618.98
3786,Kagulo II,Mwanza,South,2618.98
3787,Kalanga,Mwanza,South,2618.98
3788,Kanduku,Mwanza,South,2618.98
3789,Kaphelana,Mwanza,South,2618.98
3790,Kapise,Mwanza,South,2618.98
3791,Kasuza,Mwanza,South,2618.98
3792,Kayera,Mwanza,South,2618.98
3793,Kunenekude,Mwanza,South,2618.98
3794,Lipenga,Mwanza,South,2618.98
3795,Makanani,Mwanza,South,2618.98
3796,Mgwedula,Mwanza,South,2618.98
3797,Mkulira I,Mwanza,South,2618.98
3798,Mkwete,Mwanza,South,2618.98
3799,Mpandadzi,Mwanza,South,2618.98
3800,Mpeni,Mwanza,South,2618.98
3801,Mphete,Mwanza,South,2618.98
3802,Mpima,Mwanza,South,2618.98
3803,Msembedzera,Mwanza,South,2618.98
3804,Mulingalira,Mwanza,South,2618.98
3805,Mwalemera,Mwanza,South,2618.98
3806,Nchotseni,Mwanza,South,2618.98
3807,Ndilire,Mwanza,South,2618.98
3808,Njanjama,Mwanza,South,2618.98
3809,Njazo,Mwanza,South,2618.98
3810,Njolomola,Mwanza,South,2618.98
3811,Pfupa,Mwanza,South,2618.98
3812,Samu,Mwanza,South,2618.98
3813,Sudala,Mwanza,South,2618.98
3814,Tambo,Mwanza,South,2618.98
3815,Tchale,Mwanza,South,2618.98
3816,Thambala,Mwanza,South,2618.98
3817,Tulonkhondo,Mwanza,South,2618.98
3818,Ziyaya,Mwanza,South,2618.98
3819,Alufeyo Nyoni,Mzimba,North,1576.1784511784513
3820,Amon Jere,Mzimba,North,1576.1784511784513
3821,Antony Phiri,Mzimba,North,1576.1784511784513
3822,Baiwelo Zulu,Mzimba,North,1576.1784511784513
3823,Bala Katazika,Mzimba,North,1576.1784511784513
3824,Bandawe Singini,Mzimba,North,1576.1784511784513
3825,Baton Nzima,Mzimba,North,1576.1784511784513
3826,Bindu Luhanga,Mzimba,North,1576.1784511784513
3827,Boooza,Mzimba,North,1576.1784511784513
3828,Bulawula Chisiza,Mzimba,North,1576.1784511784513
3829,Chalika,Mzimba,North,1576.1784511784513
3830,Chamang'anga,Mzimba,North,1576.1784511784513
3831,Chamhanya Gondwe,Mzimba,North,1576.1784511784513
3832,Chanangika Chawinga,Mzimba,North,1576.1784511784513
3833,Chandiwira,Mzimba,North,1576.1784511784513
3834,Chandiwira Mkandawire,Mzimba,North,1576.1784511784513
3835,Chando,Mzimba,North,1576.1784511784513
3836,Chatonda,Mzimba,North,1576.1784511784513
3837,Chauluma,Mzimba,North,1576.1784511784513
3838,Chauluma Jere,Mzimba,North,1576.1784511784513
3839,Chazeleka,Mzimba,North,1576.1784511784513
3840,Chazyowela Phiri,Mzimba,North,1576.1784511784513
3841,Chibisa,Mzimba,North,1576.1784511784513
3842,Chibisa Chisi,Mzimba,North,1576.1784511784513
3843,Chibwana Kaunda,Mzimba,North,1576.1784511784513
3844,Chikaka Madoda,Mzimba,North,1576.1784511784513
3845,Chikandiwa Zimba,Mzimba,North,1576.1784511784513
3846,Chimalilo,Mzimba,North,1576.1784511784513
3847,Chimbwemtuwa,Mzimba,North,1576.1784511784513
3848,Chimdima Mhango,Mzimba,North,1576.1784511784513
3849,Chimonechi Moyo,Mzimba,North,1576.1784511784513
3850,Chimoyera,Mzimba,North,1576.1784511784513
3851,Chimutu Msiska,Mzimba,North,1576.1784511784513
3852,Chindame Simuko,Mzimba,North,1576.1784511784513
3853,Chingondo,Mzimba,North,1576.1784511784513
3854,Chinombo,Mzimba,North,1576.1784511784513
3855,Chipusile Gondwe,Mzimba,North,1576.1784511784513
3856,Chiteze Tembo,Mzimba,North,1576.1784511784513
3857,Chiwovani Jere,Mzimba,North,1576.1784511784513
3858,Chiyuni Mbizi,Mzimba,North,1576.1784511784513
3859,Chombo,Mzimba,North,1576.1784511784513
3860,Chotha Tembo,Mzimba,North,1576.1784511784513
3861,Daniel Makwakwa,Mzimba,North,1576.1784511784513
3862,Daudi Thera,Mzimba,North,1576.1784511784513
3863,Diwa Mhlanga,Mzimba,North,1576.1784511784513
3864,Dungamidzi Sambo,Mzimba,North,1576.1784511784513
3865,Dungulira,Mzimba,North,1576.1784511784513
3866,Gelusi Chirwa,Mzimba,North,1576.1784511784513
3867,Giv Mhango,Mzimba,North,1576.1784511784513
3868,Gonthi,Mzimba,North,1576.1784511784513
3869,Gunda Jere,Mzimba,North,1576.1784511784513
3870,Gwanjawire Nyirenda,Mzimba,North,1576.1784511784513
3871,Hanock Mpata,Mzimba,North,1576.1784511784513
3872,Inkosana Genesis,Mzimba,North,1576.1784511784513
3873,James Chavula,Mzimba,North,1576.1784511784513
3874,James Jere,Mzimba,North,1576.1784511784513
3875,James Kaira,Mzimba,North,1576.1784511784513
3876,Jeremia Ngoma,Mzimba,North,1576.1784511784513
