,Officer_Code,ApptType_Code,Facility_Type,FacilityType,Time,Officer
3493,P03,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3494,L01,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3495,L02,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3496,L03,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3497,E01,MinorSurg,Urban_HealthCentre,Dispensary,0.0,DCSA
3498,D01,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3499,D02,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3500,D03,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3501,C01,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3502,T01,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3503,R01,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Radiographer
3504,R02,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3505,R03,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Sonographer
3506,R04,MinorSurg,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3507,M01,TBNew,Urban_HealthCentre,Dispensary,0.0,Medical officer
3508,M02,TBNew,Urban_HealthCentre,Dispensary,7.5,Clinical Officer
3509,N01,TBNew,Urban_HealthCentre,Dispensary,10.0,Nurse Officer
3510,N02,TBNew,Urban_HealthCentre,Dispensary,5.0,Md Wife Tech
3511,M03,TBNew,Urban_HealthCentre,Dispensary,3.75,Med. Assistant
3512,P01,TBNew,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3513,P02,TBNew,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3514,P03,TBNew,Urban_HealthCentre,Dispensary,7.0,Pharm Assist
3515,L01,TBNew,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3516,L02,TBNew,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3517,L03,TBNew,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3518,E01,TBNew,Urban_HealthCentre,Dispensary,0.0,DCSA
3519,D01,TBNew,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3520,D02,TBNew,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3521,D03,TBNew,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3522,C01,TBNew,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3523,T01,TBNew,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3524,R01,TBNew,Urban_HealthCentre,Dispensary,0.0,Radiographer
3525,R02,TBNew,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3526,R03,TBNew,Urban_HealthCentre,Dispensary,0.0,Sonographer
3527,R04,TBNew,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3528,M01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Medical officer
3529,M02,TBFollowUp,Urban_HealthCentre,Dispensary,2.5,Clinical Officer
3530,N01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3531,N02,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3532,M03,TBFollowUp,Urban_HealthCentre,Dispensary,2.5,Med. Assistant
3533,P01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3534,P02,TBFollowUp,Urban_HealthCentre,Dispensary,3.0,Pharm Technician
3535,P03,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3536,L01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3537,L02,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3538,L03,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3539,E01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,DCSA
3540,D01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3541,D02,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3542,D03,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3543,C01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3544,T01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3545,R01,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Radiographer
3546,R02,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3547,R03,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Sonographer
3548,R04,TBFollowUp,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3549,M01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Medical officer
3550,M02,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3551,N01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3552,N02,VCTNegative,Urban_HealthCentre,Dispensary,18.0,Md Wife Tech
3553,M03,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3554,P01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3555,P02,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3556,P03,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3557,L01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3558,L02,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3559,L03,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3560,E01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,DCSA
3561,D01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3562,D02,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3563,D03,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3564,C01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3565,T01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3566,R01,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Radiographer
3567,R02,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3568,R03,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Sonographer
3569,R04,VCTNegative,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3570,M01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Medical officer
3571,M02,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3572,N01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3573,N02,VCTPositive,Urban_HealthCentre,Dispensary,31.5,Md Wife Tech
3574,M03,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3575,P01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3576,P02,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3577,P03,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3578,L01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3579,L02,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3580,L03,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3581,E01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,DCSA
3582,D01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3583,D02,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3584,D03,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3585,C01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3586,T01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3587,R01,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Radiographer
3588,R02,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3589,R03,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Sonographer
3590,R04,VCTPositive,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3591,M01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Medical officer
3592,M02,MaleCirc,Urban_HealthCentre,Dispensary,20.0,Clinical Officer
3593,N01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3594,N02,MaleCirc,Urban_HealthCentre,Dispensary,20.0,Md Wife Tech
3595,M03,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3596,P01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3597,P02,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3598,P03,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3599,L01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3600,L02,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3601,L03,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3602,E01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,DCSA
3603,D01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3604,D02,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3605,D03,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3606,C01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3607,T01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3608,R01,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Radiographer
3609,R02,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3610,R03,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Sonographer
3611,R04,MaleCirc,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3612,M01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Medical officer
3613,M02,NewAdult,Urban_HealthCentre,Dispensary,4.0,Clinical Officer
3614,N01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3615,N02,NewAdult,Urban_HealthCentre,Dispensary,8.0,Md Wife Tech
3616,M03,NewAdult,Urban_HealthCentre,Dispensary,6.0,Med. Assistant
3617,P01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3618,P02,NewAdult,Urban_HealthCentre,Dispensary,1.0,Pharm Technician
3619,P03,NewAdult,Urban_HealthCentre,Dispensary,1.0,Pharm Assist
3620,L01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3621,L02,NewAdult,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3622,L03,NewAdult,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3623,E01,NewAdult,Urban_HealthCentre,Dispensary,0.0,DCSA
3624,D01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3625,D02,NewAdult,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3626,D03,NewAdult,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3627,C01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3628,T01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3629,R01,NewAdult,Urban_HealthCentre,Dispensary,0.0,Radiographer
3630,R02,NewAdult,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3631,R03,NewAdult,Urban_HealthCentre,Dispensary,0.0,Sonographer
3632,R04,NewAdult,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3633,M01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Medical officer
3634,M02,EstMedCom,Urban_HealthCentre,Dispensary,3.0,Clinical Officer
3635,N01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3636,N02,EstMedCom,Urban_HealthCentre,Dispensary,5.6000000000000005,Md Wife Tech
3637,M03,EstMedCom,Urban_HealthCentre,Dispensary,5.0,Med. Assistant
3638,P01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3639,P02,EstMedCom,Urban_HealthCentre,Dispensary,0.75,Pharm Technician
3640,P03,EstMedCom,Urban_HealthCentre,Dispensary,0.75,Pharm Assist
3641,L01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3642,L02,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3643,L03,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3644,E01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,DCSA
3645,D01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3646,D02,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3647,D03,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3648,C01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3649,T01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3650,R01,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Radiographer
3651,R02,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3652,R03,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Sonographer
3653,R04,EstMedCom,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3654,M01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Medical officer
3655,M02,EstNonCom,Urban_HealthCentre,Dispensary,0.5,Clinical Officer
3656,N01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3657,N02,EstNonCom,Urban_HealthCentre,Dispensary,9.0,Md Wife Tech
3658,M03,EstNonCom,Urban_HealthCentre,Dispensary,0.5,Med. Assistant
3659,P01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3660,P02,EstNonCom,Urban_HealthCentre,Dispensary,0.75,Pharm Technician
3661,P03,EstNonCom,Urban_HealthCentre,Dispensary,0.75,Pharm Assist
3662,L01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3663,L02,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3664,L03,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3665,E01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,DCSA
3666,D01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3667,D02,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3668,D03,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3669,C01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3670,T01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3671,R01,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Radiographer
3672,R02,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3673,R03,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Sonographer
3674,R04,EstNonCom,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3675,M01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Medical officer
3676,M02,PMTCT,Urban_HealthCentre,Dispensary,3.0,Clinical Officer
3677,N01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3678,N02,PMTCT,Urban_HealthCentre,Dispensary,10.0,Md Wife Tech
3679,M03,PMTCT,Urban_HealthCentre,Dispensary,3.0,Med. Assistant
3680,P01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3681,P02,PMTCT,Urban_HealthCentre,Dispensary,1.0,Pharm Technician
3682,P03,PMTCT,Urban_HealthCentre,Dispensary,1.0,Pharm Assist
3683,L01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3684,L02,PMTCT,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3685,L03,PMTCT,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3686,E01,PMTCT,Urban_HealthCentre,Dispensary,0.0,DCSA
3687,D01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3688,D02,PMTCT,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3689,D03,PMTCT,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3690,C01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3691,T01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3692,R01,PMTCT,Urban_HealthCentre,Dispensary,0.0,Radiographer
3693,R02,PMTCT,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3694,R03,PMTCT,Urban_HealthCentre,Dispensary,0.0,Sonographer
3695,R04,PMTCT,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3696,M01,Peds,Urban_HealthCentre,Dispensary,0.0,Medical officer
3697,M02,Peds,Urban_HealthCentre,Dispensary,4.5,Clinical Officer
3698,N01,Peds,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3699,N02,Peds,Urban_HealthCentre,Dispensary,6.0,Md Wife Tech
3700,M03,Peds,Urban_HealthCentre,Dispensary,4.5,Med. Assistant
3701,P01,Peds,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3702,P02,Peds,Urban_HealthCentre,Dispensary,1.0,Pharm Technician
3703,P03,Peds,Urban_HealthCentre,Dispensary,1.0,Pharm Assist
3704,L01,Peds,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3705,L02,Peds,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3706,L03,Peds,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3707,E01,Peds,Urban_HealthCentre,Dispensary,0.0,DCSA
3708,D01,Peds,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3709,D02,Peds,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3710,D03,Peds,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3711,C01,Peds,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3712,T01,Peds,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3713,R01,Peds,Urban_HealthCentre,Dispensary,0.0,Radiographer
3714,R02,Peds,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3715,R03,Peds,Urban_HealthCentre,Dispensary,0.0,Sonographer
3716,R04,Peds,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3717,M01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Medical officer
3718,M02,LabHaem,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3719,N01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3720,N02,LabHaem,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3721,M03,LabHaem,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3722,P01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3723,P02,LabHaem,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3724,P03,LabHaem,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3725,L01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3726,L02,LabHaem,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3727,L03,LabHaem,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3728,E01,LabHaem,Urban_HealthCentre,Dispensary,0.0,DCSA
3729,D01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3730,D02,LabHaem,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3731,D03,LabHaem,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3732,C01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3733,T01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3734,R01,LabHaem,Urban_HealthCentre,Dispensary,0.0,Radiographer
3735,R02,LabHaem,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3736,R03,LabHaem,Urban_HealthCentre,Dispensary,0.0,Sonographer
3737,R04,LabHaem,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3738,M01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Medical officer
3739,M02,LabPOC,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3740,N01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3741,N02,LabPOC,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3742,M03,LabPOC,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3743,P01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3744,P02,LabPOC,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3745,P03,LabPOC,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3746,L01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3747,L02,LabPOC,Urban_HealthCentre,Dispensary,5.0,Lab Technocian
3748,L03,LabPOC,Urban_HealthCentre,Dispensary,5.0,Lab Assist
3749,E01,LabPOC,Urban_HealthCentre,Dispensary,0.0,DCSA
3750,D01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3751,D02,LabPOC,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3752,D03,LabPOC,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3753,C01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3754,T01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3755,R01,LabPOC,Urban_HealthCentre,Dispensary,0.0,Radiographer
3756,R02,LabPOC,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3757,R03,LabPOC,Urban_HealthCentre,Dispensary,0.0,Sonographer
3758,R04,LabPOC,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3759,M01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Medical officer
3760,M02,LabParasit,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3761,N01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3762,N02,LabParasit,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3763,M03,LabParasit,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3764,P01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3765,P02,LabParasit,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3766,P03,LabParasit,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3767,L01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3768,L02,LabParasit,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3769,L03,LabParasit,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3770,E01,LabParasit,Urban_HealthCentre,Dispensary,0.0,DCSA
3771,D01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3772,D02,LabParasit,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3773,D03,LabParasit,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3774,C01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3775,T01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3776,R01,LabParasit,Urban_HealthCentre,Dispensary,0.0,Radiographer
3777,R02,LabParasit,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3778,R03,LabParasit,Urban_HealthCentre,Dispensary,0.0,Sonographer
3779,R04,LabParasit,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3780,M01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Medical officer
3781,M02,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3782,N01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3783,N02,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3784,M03,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3785,P01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3786,P02,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3787,P03,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3788,L01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3789,L02,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3790,L03,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3791,E01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,DCSA
3792,D01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3793,D02,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3794,D03,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3795,C01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3796,T01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3797,R01,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Radiographer
3798,R02,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3799,R03,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Sonographer
3800,R04,LabBiochem,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3801,M01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Medical officer
3802,M02,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3803,N01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3804,N02,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3805,M03,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3806,P01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3807,P02,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3808,P03,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3809,L01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3810,L02,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
3811,L03,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Lab Assist
3812,E01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,DCSA
3813,D01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Dental Officer
3814,D02,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Dental Therapist
3815,D03,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Dental Assistant
3816,C01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Mental Health Staff
3817,T01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Nutrition Staff
3818,R01,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Radiographer
3819,R02,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Radiography Technician
3820,R03,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Sonographer
3821,R04,LabMicrobio,Urban_HealthCentre,Dispensary,0.0,Radiotherapy Technician
3822,M01,LabMolec,Urban_HealthCentre,Dispensary,0.0,Medical officer
3823,M02,LabMolec,Urban_HealthCentre,Dispensary,0.0,Clinical Officer
3824,N01,LabMolec,Urban_HealthCentre,Dispensary,0.0,Nurse Officer
3825,N02,LabMolec,Urban_HealthCentre,Dispensary,0.0,Md Wife Tech
3826,M03,LabMolec,Urban_HealthCentre,Dispensary,0.0,Med. Assistant
3827,P01,LabMolec,Urban_HealthCentre,Dispensary,0.0,Pharmacist
3828,P02,LabMolec,Urban_HealthCentre,Dispensary,0.0,Pharm Technician
3829,P03,LabMolec,Urban_HealthCentre,Dispensary,0.0,Pharm Assist
3830,L01,LabMolec,Urban_HealthCentre,Dispensary,0.0,Lab Officer
3831,L02,LabMolec,Urban_HealthCentre,Dispensary,0.0,Lab Technocian
