person_responsible,module_name,intervention_description,item_code,consumable_name_tlo,matching_status,consumable_name_lmis,comments_sm,verified_by_DM_lead,match_level1,match_level2,Comments_DM Leads,check with pharmacist? (Y/N),notes_on_openlmis_mapping,item_code_hhfa,item_hhfa_for_data_validation,item_hhfa_for_scenario_generation,hhfa_mapping_rationale_for_scenario_generation,notes_on_hhfa_mapping
Tara,HIV,PMTCT,199,"Nevirapine, tablet, 200 mg",Matched,"Nevirapine 50mg, 60''s",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,PMTCT,199,"Nevirapine, tablet, 200 mg",Matched,"Stavudine (d4T) + Lamivudine (3TC) + Nevirapine (NVP), 6mg + 30mg + 50mg, 60''s (1P)",,Incorrect,,,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine (AZT) + Lamivudine (3TC) + Nvevirapine (NVP), 300mg + 150mg + 200mg, 60''s (2A)",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine (AZT) + Lamivudine (3TC), 300mg+150mg, 60''s (4A, 8A)",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine (AZT) + Lamivudine (3TC), 60mg+30mg, 60''s (4P)",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine(AZT) + Lamivudine (3TC) + Nevirapine(NVP), 60mg + 30mg + 50mg, 60''s (2P)",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine/Lamivudine (AZT/3TC), 300+150mg",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine/Lamivudine (AZT/3TC), 60+30mg",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 300+150+200mg",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PMTCT,201,"Zidovudine (AZT), capsule, 300 mg",Remove,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60+30+50mg",only available as a combination,,,,Merge with ART for adults,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,PrEP,1191,"Tenofovir (TDF)/Emtricitabine (FTC), tablet, 300/200 mg",Matched,"Tenofovir (TDF) + Lamivudine (3TC) + Efavirenz (EFV), 300+300+600, 30''s (5A)",,Incorrect,,,,,,13,Antiretroviral treatment (ART) component 2 (3TC/FTC),Antiretroviral treatment (ART) component 2 (3TC/FTC),,
Tara,HIV,PrEP,1191,"Tenofovir (TDF)/Emtricitabine (FTC), tablet, 300/200 mg",Matched,"Tenofovir (TDF) + Lamivudine (3TC), 300mg+300mg, 30''s (7A, 6A)",FTC was not available in the LMIS dataset,Correct,1,1,,,,13,Antiretroviral treatment (ART) component 2 (3TC/FTC),Antiretroviral treatment (ART) component 2 (3TC/FTC),,
Tara,HIV,PrEP,1191,"Tenofovir (TDF)/Emtricitabine (FTC), tablet, 300/200 mg",Matched,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300+300mg",FTC was not available in the LMIS dataset,Correct,1,1,,,,13,Antiretroviral treatment (ART) component 2 (3TC/FTC),Antiretroviral treatment (ART) component 2 (3TC/FTC),,
Tara,HIV,PrEP,1191,"Tenofovir (TDF)/Emtricitabine (FTC), tablet, 300/200 mg",Matched,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300+300+50mg",,Incorrect,,,,,,13,Antiretroviral treatment (ART) component 2 (3TC/FTC),Antiretroviral treatment (ART) component 2 (3TC/FTC),,
Tara,HIV,PrEP,1191,"Tenofovir (TDF)/Emtricitabine (FTC), tablet, 300/200 mg",Matched,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz(TDF/3TC /EFV), 300+300+600mg",,Incorrect,,,,,,13,Antiretroviral treatment (ART) component 2 (3TC/FTC),Antiretroviral treatment (ART) component 2 (3TC/FTC),,
Tara,Malaria,"Complicated (adults, injectable artesunate)",75,"Gauze, swabs 8-ply 10cm x 10cm_100_CMST",Remove,Gauze swabs 8-ply 10cm x 10cm,I have removed this since this is a duplicate of 101,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tara,Malaria,"Complicated (adults, injectable artesunate)",98,"Water for injection, 10ml_Each_CMST",Matched,"Water for injections, 10ml",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tara,Malaria,"Complicated (adults, injectable artesunate)",170,Injectable artesunate,Matched,"Artesunate injection 60mg/ml,1ML",,Correct,1,1,,,,16,Artesunate rectal or injection dosage form,Artesunate rectal or injection dosage form,,
Tara,Malaria,"Complicated (adults, injectable artesunate)",171,Cannula iv (winged with injection pot) 18_each_CMST,Matched,Cannula iv  (winged with injection pot) 16,,Correct,1,1,,Y,,88,Intravenous solution with infusion set,Intravenous solution with infusion set,proxy,
Tara,Malaria,"Complicated (adults, injectable artesunate)",171,Cannula iv (winged with injection pot) 18_each_CMST,Matched,Cannula iv  (winged with injection pot) 20,"checked with gynaecologist that 16, 18 and 20 can be used for adults",Other (see comments),1,1,,Y,,88,Intravenous solution with infusion set,Intravenous solution with infusion set,proxy,
Tara,Malaria,"Complicated (adults, injectable artesunate)",171,Cannula iv (winged with injection pot) 18_each_CMST,Matched,Cannula iv  (winged with injection pot) 18,,Other (see comments),1,1,,Y,,88,Intravenous solution with infusion set,Intravenous solution with infusion set,proxy,
Tara,Malaria,"Complicated (adults, injectable artesunate)",172,Glove disposable latex medium_100_CMST,Remove,Glove disposable powdered latex medium,I have removed this since this is a duplicate of 135,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,,
Tara,Malaria,ITN distribution to pregnant women,160,Insecticide-treated net,Matched,Long Lasting Insecticidal Net(LLIN),,Correct,1,1,,,,85,Insecticide treated bed nets,Insecticide treated bed nets,,
Tara,Malaria,"Uncomplicated (adult, >36 kg)",163,Malaria test kit (RDT),Matched,Malaria Rapid Diagnostic Test (MRDT) Kits,,Correct,1,1,,,,113,Malaria Rapid Diagnostic Test (MRDT),Malaria Rapid Diagnostic Test (MRDT),,
Tara,Malaria,"Uncomplicated (adult, >36 kg)",164,"Lumefantrine 120mg/Artemether 20mg, 30x18_540_CMST",Matched,"Lumefantrine 120mg/Artemether 20mg, 6x3",Seems like these are just different forms of packaging,Correct,1,1,,,,4,Artemisinin-based combination therapy (ACT),Artemisinin-based combination therapy (ACT),,
Tara,Malaria,"Uncomplicated (adult, >36 kg)",164,"Lumefantrine 120mg/Artemether 20mg, 30x18_540_CMST",Matched,"Lumefantrine 120mg/Artemether 20mg, 6x2",,Correct,1,1,,,,4,Artemisinin-based combination therapy (ACT),Artemisinin-based combination therapy (ACT),,
Tara,Malaria,"Uncomplicated (adult, >36 kg)",164,"Lumefantrine 120mg/Artemether 20mg, 30x18_540_CMST",Matched,"Lumefantrine 120mg/Artemether 20mg, 6x4",,Correct,1,1,,,,4,Artemisinin-based combination therapy (ACT),Artemisinin-based combination therapy (ACT),,
Tara,Malaria,"Uncomplicated (adult, >36 kg)",164,"Lumefantrine 120mg/Artemether 20mg, 30x18_540_CMST",Matched,"Lumefantrine 120mg/Artemether 20mg,6x1",,Correct,1,1,,,,4,Artemisinin-based combination therapy (ACT),Artemisinin-based combination therapy (ACT),,
Tara,Malaria,"Uncomplicated (children, <15 kg)",71,Paracetamol syrup 120mg/5ml_0.0119047619047619_CMST,Matched,"Paracetamol syrup 120mg/5ml, 100ml",,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Tara,Malaria,IPT (pregnant women),162,"Sulfamethoxazole + trimethropin, tablet 400 mg + 80 mg",Matched,"Sulphadoxine 500mg / pyrimethamine 25mg (SP), tablets",Not sure if this is the same drug,Other (see comments),1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,Measles,"Vitamin A, caplet, 100,000 IU",209,"Vitamin A, caplet, 100,000 IU",Matched,"Vitamin A 100,000 IU",,Correct,1,1,,,,160,Vitamin A (retinol) capsule,Vitamin A (retinol) capsule,,
Tara,TB,Case management of MDR cases,181,Treatment: second-line drugs,Remove,RHE 150/75/275,,Incorrect,,,Remove this line,,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,181,Treatment: second-line drugs,Remove,RHZE 150/75/400/275,,Incorrect,,,Remove this line,,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,181,Treatment: second-line drugs,Remove,Streptomycin 1g,Needs to be verified - Streptomycin is used for retreatment cases,Incorrect,,,Remove this line,,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,182,MDR Fuel,Not matched,RHZE 150/75/400/275,,Incorrect,,,,,,54,Environmental disinfectant,Environmental disinfectant,proxy,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,Isoniazid 100mg,Isoniazid and Pyridoxines are listed separately in the LMIS dataset,Correct,1,1,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,Isoniazid 300mg,Isoniazid and Pyridoxines are listed separately in the LMIS dataset,Correct,1,1,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,"Isoniazid tablets, 100mg",Isoniazid and Pyridoxines are listed separately in the LMIS dataset,Correct,1,1,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,"Isoniazid tablets, 300mg",Isoniazid and Pyridoxines are listed separately in the LMIS dataset,Correct,1,1,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,Pyridoxine (Vitamin B6) 20mg,Isoniazid and Pyridoxines are listed separately in the LMIS dataset,Correct,2,1,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,Pyridoxine (Vitamin B6) 50mg,Isoniazid and Pyridoxines are listed separately in the LMIS dataset,Correct,2,1,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,RH 150/75,,Incorrect,,,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,RHE 150/75/275,,Incorrect,,,,,,90,Isoniazid,Isoniazid,,
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,192,"Isoniazid/Pyridoxine, tablet 300 mg",Matched,RHZE 150/75/400/275,,Incorrect,,,,,,90,Isoniazid,Isoniazid,,
Tara,TB,VCT for TB patients,48,HIV EIA Elisa test,Remove,"DBS Bundles, 70 microlitre, Pack of 50 Tests",I have removed this since only item code 196 was preserved between the duplicates 48 and 196,Incorrect,,,,,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,TB,VCT for TB patients,48,HIV EIA Elisa test,Remove,Determine HIV Test Kits,I have removed this since only item code 196 was preserved between the duplicates 48 and 196,Incorrect,,,,,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,TB,VCT for TB patients,48,HIV EIA Elisa test,Remove,"Determine HIV test Kits, Kit of 100 Tests",I have removed this since only item code 196 was preserved between the duplicates 48 and 196,Incorrect,,,,,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,TB,VCT for TB patients,48,HIV EIA Elisa test,Remove,"OraQuick HIV Self Test, Pouch",I have removed this since only item code 196 was preserved between the duplicates 48 and 196,Incorrect,,,,,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,TB,VCT for TB patients,48,HIV EIA Elisa test,Remove,"Unigold HIV test kits, Kit of 20 Tests",I have removed this since only item code 196 was preserved between the duplicates 48 and 196,Incorrect,,,,,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,TB,Xpert,187,Xpert,Matched,GeneXpert cartridge MTB/RIF,Is this the relevant consumable?,Correct,1,1,,,,136,reagent,reagent,proxy,
Tara,TB,Xpert,187,Xpert,Matched,"GeneXpert cartridge MTB/RIF, 50test",Is this the relevant consumable?,Correct,1,1,,,,136,reagent,reagent,proxy,
Tim C,contraception,female_sterilization,14,"Atropine sulphate, injection, 1 mg in 1 ml ampoule",Matched,"Atropine sulphate  600 micrograms/ml, 1ml",,Correct,1,1,,,,18,Atropine (injection),Epinephrine injection,proxy,
Tim C,contraception,female_sterilization,15,"Diazepam, injection, 5 mg/ml, in 2 ml ampoule",Matched,"Diazepam 5mg/ml, 2ml",,Correct,1,1,,,,44,Diazepam (injection),Ketamine injection,proxy,
Tim C,contraception,female_sterilization,16,"Lidocaine, injection, 1 % in 20 ml vial",Matched,"Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml",,Incorrect,,,,,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),,
Tim C,contraception,female_sterilization,16,"Lidocaine, injection, 1 % in 20 ml vial",Matched,"Lignocaine hydrochloride 1%, 25ml",,Correct,1,1,"this looks like closest match of the four you have (row above, this row, and two rows below)",Y,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),,
Tim C,contraception,female_sterilization,16,"Lidocaine, injection, 1 % in 20 ml vial",Matched,"Lignocaine hydrochloride 2%, 30ml",,Correct,1,1,"similar enough to 1%, 25ml above?",Y,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),,
Tim C,contraception,female_sterilization,16,"Lidocaine, injection, 1 % in 20 ml vial",Matched,"Lignocaine hydrochloride 5%+glucose 7.5%,heavy spinal,2ml",,Incorrect,,,,,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),,
Tim C,contraception,female_sterilization,18,"Gauze pad, 10 x 10 cm, sterile",Remove,Gauze swabs 8-ply 10cm x 10cm,I have removed this since this is a duplicate of 101,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tim C,contraception,female_sterilization,18,"Gauze pad, 10 x 10 cm, sterile",Remove,"Gauze, absorbent 90cm X 100m",I have removed this since this is a duplicate of 101,Correct,1,1,going with this one of the three (including row above and row below) because it is absorbant and closest in size,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tim C,contraception,female_sterilization,18,"Gauze pad, 10 x 10 cm, sterile",Remove,"Gauze, absorbent 90cm x 40m",I have removed this since this is a duplicate of 101,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tim C,contraception,female_sterilization,23,"Paracetamol, tablet, 500 mg",Matched,Paracetamol 500mg,,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Tim C,contraception,female_sterilization,23,"Paracetamol, tablet, 500 mg",Matched,Ibuprofen 200mg Tabs,Substitute confirmed with Alison Rodger,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Tim C,contraception,female_sterilization,23,"Paracetamol, tablet, 500 mg",Matched,Diclofenac sodium 50mg,Substitute confirmed with Alison Rodger,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Tim C,contraception,female_sterilization,23,"Paracetamol, tablet, 500 mg",Matched,Codeine Phosphate 30 mg,Substitute confirmed with Alison Rodger,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Tim C,contraception,female_sterilization,23,"Paracetamol, tablet, 500 mg",Matched,"Codeine, 30mg",Substitute confirmed with Alison Rodger,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Tim C,contraception,implant,8,"Lidocaine HCl (in dextrose 7.5%), ampoule 2 ml",Matched,"Lignocaine hydrochloride 1%, 25ml",,Incorrect,,,,,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),proxy,
Tim C,contraception,implant,8,"Lidocaine HCl (in dextrose 7.5%), ampoule 2 ml",Matched,"Lignocaine hydrochloride 5%+glucose 7.5%,heavy spinal,2ml",,Correct,1,1,,,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),proxy,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Monofilament Polyamide (Ethilon) 1, 1/2 Circle reverse cutting needle, thread length 75cm (12 per box)",,to be checked,1,1,"not sure which one of these 7 is most correct, though maybe doesn't matter so much if ""common consumable""?",,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Monofilament polyamide (Ethilon) 2/0, 1/2 circle conversional on cutting needle 24mm, thread length 75cm (12 per box)",,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Monofilament Polyamide (Ethilon) 2/0,1/2 circle reverse cutting needle 36mm, thread length 75cm (12 per box)",,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Polyglactin 0 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 75cm",,Incorrect,1,1,Assumed that the dissolvable type of suture would not work for implants,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Polyglactin 1 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 70cm, 12 per box",,Incorrect,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Polyglactin 2 (Vicryl) round bodied needle 1/2 circ,Taper cut 45MM",,Incorrect,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,11,Needle suture intestinal round bodied A circle trocar_6_CMST,Matched,"Polyglactin 3/0 (Vicryl), ?Ø¬ø¬? circle round bodied taper 12''s",,Incorrect,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Tim C,contraception,implant,12,"Jadelle (implant), box of 2_CMST",Matched,Jadelle(implant),,Correct,1,1,,,,94,Levonorgestrel implant,Levonorgestrel implant,,
Tim C,contraception,implant,13,Implanon (Etonogestrel 68 mg),Matched,"Implanon (Etonogestrel 68mg), Implant set",,Correct,1,1,,,,58,Etonogestrel implant,Etonogestrel implant,,
Tim C,contraception,injections,3,Depot-Medroxyprogesterone Acetate 150 mg - 3 monthly,Matched,"Medroxyprogesterone Acetate Injection, 150mg/ml - Depo-Provera",,Correct,1,1,,,,37,Combined estrogen progesterone injectable contraceptives,Combined estrogen progesterone injectable contraceptives,,
Tim C,contraception,injections,5,"Povidone iodine, solution, 10 %, 5 ml per injection",Matched,"Povidone iodine 10% in alcoholic solution, 500ml",,Correct,1,1,,,,31,Chlorhexidine 4% gel or solution,Chlorhexidine 4% gel or solution,proxy,
Tim C,contraception,IUD,7,"IUD, Copper T-380A",Matched,Copper containing IUCD,,Correct,1,1,,,,87,Intrauterine contraceptive device(IUCD),Intrauterine contraceptive device(IUCD),,
Tim C,contraception,other_modern,25,Female Condom_Each_CMST,Matched,Female Condoms,,Correct,1,1,,,,60,Female condoms,Female condoms,,
Tim C,contraception,pill,0,"Levonorgestrel 0.0375 mg, cycle",Use HHFA,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",,Incorrect,,,think this is morning after emergency pill so maybe different?,,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tim C,contraception,pill,0,"Levonorgestrel 0.0375 mg, cycle",Use HHFA,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),,Incorrect,,,seems close enough though 0.3mg is 8 time higher dose than 0.0375mg,Y,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tim C,contraception,pill,1,"Levonorgestrel 0.15 mg + Ethinyl estradiol 30 mcg (Microgynon), cycle",Matched,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",,Correct,1,1,,Y,,38,Combined estrogen progesterone oral contraceptive pills,Combined estrogen progesterone oral contraceptive pills,,
Ines,acute lower respiratory infections,Pneumonia treatment at facility level 1 and 2,297,"Salbutamol, syrup, 2 mg/5 ml",Matched,Salbutamol 4mg,,Correct,1,1,,,,140,Salbutamol inhaler,Salbutamol inhaler,proxy,
Ines,acute lower respiratory infections,Treatment of severe pneumonia at facility level 1 and 2,301,"Oxygen, 1000 liters, primarily with oxygen concentrators",Remove,,I have removed this since only item code 127 was preserved between the duplicates 127 and 301,,,,,,,,,,not relevant to logistic regression analysis,
Ines,diarrhoea,Hand washing with soap,144,Hand washing with soap - cost per client,Not matched,,,,,,,,,79,Handwashing soap,Handwashing soap,,
Ines,diarrhoea,Hygienic disposal of children's stools,145,Hygienic disposal of children's stools - cost per client,Not matched,,,,,,,,,,,,assume average,
Ines,diarrhoea,Treatment of severe diarrhea,24,Cotton swab,Not matched,,,,,,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Ines,undernutrition,Management of moderate acute malnutrition (children),208,Corn Soya Blend (or Supercereal - CSB++),Not matched,,,,,,,,,135,Ready to use therapeutic food(RUTF),Ready to use therapeutic food(RUTF),proxy,
Ines,undernutrition,Management of severe malnutrition (children),214,SAM medicines,Not matched,,,,,,,,,135,Ready to use therapeutic food(RUTF),Ready to use therapeutic food(RUTF),proxy,
Ines,undernutrition,specific nutrition interventions from other intevention category,1222,CSB,Remove,,I have removed this since only item code 208 was preserved between the duplicates 208 and 1222,,,,,,,135,Ready to use therapeutic food(RUTF),Ready to use therapeutic food(RUTF),proxy,
Joe,care_of_women_during_pregnancy,Anaemia screening,50,Haemoglobin test (HB),Not matched,,,,,,,,,70,Glucometer test strips,Glucometer test strips,proxy,
Joe,care_of_women_during_pregnancy,B12 injection for B12 deficiency,2578,"vitamin B12 (cyanocobalamine) 1 mg/ml, 1 ml, inj._100_IDA",Matched,Vitamin B complex strong,,Proxy match,1,1,,Y - how does this show up in LMIS?,,114,Multivitamins,Multivitamins,proxy,
Joe,care_of_women_during_pregnancy,Daily calcium supplementation,1007,"Calcium, tablet, 600 mg",Matched,Vitamin B complex strong,,Proxy match,1,1,,Y - how does this show up in LMIS?,,114,Multivitamins,Multivitamins,proxy,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,37,"Suture, absorbable, synthetic, 2/0, curved needle",Remove,"Polyglactin 0 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 75cm",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,37,"Suture, absorbable, synthetic, 2/0, curved needle",Remove,"Polyglactin 1 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 70cm, 12 per box",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,37,"Suture, absorbable, synthetic, 2/0, curved needle",Remove,"Polyglactin 2 (Vicryl) round bodied needle 1/2 circ,Taper cut 45MM",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,37,"Suture, absorbable, synthetic, 2/0, curved needle",Remove,"Polyglactin 3/0 (Vicryl), ?Ø¬ø¬? circle round bodied taper 12''s",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,38,"Suture, non-absorbable, synthetic, 3/0, curved needle",Remove,"Monofilament Polyamide (Ethilon) 1, 1/2 Circle reverse cutting needle, thread length 75cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,38,"Suture, non-absorbable, synthetic, 3/0, curved needle",Remove,"Monofilament polyamide (Ethilon) 2/0, 1/2 circle conversional on cutting needle 24mm, thread length 75cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Ectopic pregnancy case management,38,"Suture, non-absorbable, synthetic, 3/0, curved needle",Remove,"Monofilament Polyamide (Ethilon) 2/0,1/2 circle reverse cutting needle 36mm, thread length 75cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Joe,care_of_women_during_pregnancy,Full blood count,128,Complete blood count,Not matched,,,,,,,,,,,,assume average,
Joe,care_of_women_during_pregnancy,Gestational diabetes screening,216,Blood glucose level test,Not matched,,,,,,,Y - how does this show up in LMIS?,,70,Glucometer test strips,Glucometer test strips,,
Joe,care_of_women_during_pregnancy,Hepatitis B screening,2008,Hepatitis B test kit-Dertemine_100 tests_CMST,Matched,Determine HIV Test Kits,,Proxy match,1,1,,,,151,Syphilis rapid test kit,Syphilis rapid test kit,proxy,
Joe,care_of_women_during_pregnancy,Syphillis screening,41,"Test, Rapid plasma reagin (RPR)",Not matched,,,,,,,,,151,Syphilis rapid test kit,Syphilis rapid test kit,,
